Ticker,Expiration,Spread Type,Short Leg ID,Short Strike,Short Premium,Long Leg ID,Long Strike,Long Premium,Net Credit,Max Loss,Risk:Reward
BABA,2025-05-16,Bear Call Spread,415678,85.0,110.1500015258789,134933,90.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415679,90.0,110.1500015258789,134934,95.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415680,95.0,110.1500015258789,134935,100.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415681,100.0,110.1500015258789,134936,105.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415682,105.0,110.1500015258789,134937,110.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415683,110.0,110.1500015258789,134938,115.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415684,115.0,110.1500015258789,134939,120.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415685,120.0,110.1500015258789,134940,125.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415686,125.0,110.1500015258789,134941,130.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415687,130.0,110.1500015258789,134942,135.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415688,135.0,110.1500015258789,134943,140.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415689,140.0,110.1500015258789,134944,145.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415690,145.0,110.1500015258789,134945,150.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415691,150.0,110.1500015258789,134946,155.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415692,155.0,110.1500015258789,134947,160.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415693,160.0,110.1500015258789,134948,165.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415694,165.0,110.1500015258789,134949,170.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415695,170.0,110.1500015258789,228492,175.0,108.0199966430664,2.13,2.87,0.74
BABA,2025-05-16,Bear Call Spread,415697,180.0,110.1500015258789,134952,185.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bear Call Spread,415699,190.0,110.1500015258789,134954,195.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415715,45.0,110.1500015258789,134969,50.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415717,55.0,110.1500015258789,134971,60.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415718,60.0,110.1500015258789,134972,65.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415719,65.0,110.1500015258789,134973,70.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415720,70.0,110.1500015258789,134974,75.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415721,75.0,110.1500015258789,134975,80.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415722,80.0,110.1500015258789,134976,85.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415723,85.0,110.1500015258789,134977,90.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415724,90.0,110.1500015258789,134978,95.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415725,95.0,110.1500015258789,134979,100.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415726,100.0,110.1500015258789,134980,105.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415727,105.0,110.1500015258789,134981,110.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415728,110.0,110.1500015258789,134982,115.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415729,115.0,110.1500015258789,134983,120.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415730,120.0,110.1500015258789,134984,125.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415731,125.0,110.1500015258789,134985,130.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415732,130.0,110.1500015258789,134986,135.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415733,135.0,110.1500015258789,134987,140.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415734,140.0,110.1500015258789,134988,145.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415735,145.0,110.1500015258789,134989,150.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415736,150.0,110.1500015258789,134990,155.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-16,Bull Put Spread,415741,175.0,110.1500015258789,134995,180.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-23,Bear Call Spread,415749,80.0,110.1500015258789,135003,85.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-23,Bear Call Spread,415750,85.0,110.1500015258789,135004,88.0,108.87000274658203,1.28,1.72,0.74
BABA,2025-05-23,Bear Call Spread,415753,90.0,110.1500015258789,135007,92.0,108.87000274658203,1.28,0.72,1.78
BABA,2025-05-23,Bear Call Spread,415807,150.0,110.1500015258789,135061,152.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-05-23,Bear Call Spread,415809,155.0,110.1500015258789,135063,160.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-23,Bull Put Spread,415826,80.0,110.1500015258789,135080,82.0,108.87000274658203,1.28,0.72,1.78
BABA,2025-05-23,Bull Put Spread,415829,85.0,110.1500015258789,135083,87.0,108.87000274658203,1.28,0.72,1.78
BABA,2025-05-23,Bull Put Spread,415831,88.0,110.1500015258789,135085,90.0,108.87000274658203,1.28,0.72,1.78
BABA,2025-05-30,Bear Call Spread,415891,100.0,110.1500015258789,135144,102.0,108.87000274658203,1.28,0.72,1.78
BABA,2025-05-30,Bear Call Spread,415895,105.0,110.1500015258789,135148,108.0,108.87000274658203,1.28,1.72,0.74
BABA,2025-05-30,Bear Call Spread,415916,128.0,110.1500015258789,135167,130.0,108.87000274658203,1.28,0.72,1.78
BABA,2025-05-30,Bear Call Spread,415921,135.0,110.1500015258789,135172,140.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bear Call Spread,415922,140.0,110.1500015258789,135173,145.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bear Call Spread,415924,150.0,110.1500015258789,135175,155.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bear Call Spread,415925,155.0,110.1500015258789,135176,160.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bear Call Spread,415926,160.0,110.1500015258789,135177,165.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bear Call Spread,415927,165.0,110.1500015258789,228724,175.0,108.0199966430664,2.13,7.87,0.27
BABA,2025-05-30,Bull Put Spread,415935,70.0,110.1500015258789,135185,75.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bull Put Spread,415936,75.0,110.1500015258789,135186,80.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bull Put Spread,415937,80.0,110.1500015258789,135187,85.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bull Put Spread,415938,85.0,110.1500015258789,135188,90.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-05-30,Bull Put Spread,415939,90.0,110.1500015258789,135189,94.0,108.87000274658203,1.28,2.72,0.47
BABA,2025-06-20,Bear Call Spread,415977,30.0,110.1500015258789,135222,32.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415979,35.0,110.1500015258789,135224,37.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415981,40.0,110.1500015258789,135226,42.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415983,45.0,110.1500015258789,135228,47.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415984,47.5,110.1500015258789,135229,50.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415985,50.0,110.1500015258789,135230,55.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,415988,65.0,110.1500015258789,135233,67.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415989,67.5,110.1500015258789,135234,70.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415990,70.0,110.1500015258789,135235,72.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415991,72.5,110.1500015258789,135236,75.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415992,75.0,110.1500015258789,135237,77.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415993,77.5,110.1500015258789,135238,80.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415994,80.0,110.1500015258789,135239,82.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415995,82.5,110.1500015258789,135240,85.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415996,85.0,110.1500015258789,135241,87.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415997,87.5,110.1500015258789,135242,90.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415998,90.0,110.1500015258789,135243,92.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,415999,92.5,110.1500015258789,135244,95.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,416000,95.0,110.1500015258789,135245,97.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,416001,97.5,110.1500015258789,135246,100.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bear Call Spread,416002,100.0,110.1500015258789,135247,105.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416003,105.0,110.1500015258789,135248,110.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416004,110.0,110.1500015258789,135249,115.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416005,115.0,110.1500015258789,135250,120.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416006,120.0,110.1500015258789,135251,125.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416007,125.0,110.1500015258789,135252,130.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416008,130.0,110.1500015258789,135253,135.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416009,135.0,110.1500015258789,135254,140.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416010,140.0,110.1500015258789,135255,145.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416011,145.0,110.1500015258789,135256,150.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416012,150.0,110.1500015258789,135257,155.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416013,155.0,110.1500015258789,135258,160.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416014,160.0,110.1500015258789,135259,165.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416015,165.0,110.1500015258789,135260,170.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416016,170.0,110.1500015258789,135261,175.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416017,175.0,110.1500015258789,135262,180.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416018,180.0,110.1500015258789,135263,185.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416019,185.0,110.1500015258789,135264,190.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416020,190.0,110.1500015258789,135265,195.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bear Call Spread,416021,195.0,110.1500015258789,135266,200.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416041,40.0,110.1500015258789,135286,42.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416042,42.5,110.1500015258789,322441,45.0,108.66000366210938,1.49,1.01,1.48
BABA,2025-06-20,Bull Put Spread,416043,45.0,110.1500015258789,135288,47.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416044,47.5,110.1500015258789,135289,50.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416045,50.0,110.1500015258789,135290,55.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416046,55.0,110.1500015258789,135291,60.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416047,60.0,110.1500015258789,135292,65.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416048,65.0,110.1500015258789,135293,67.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416049,67.5,110.1500015258789,135294,70.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416050,70.0,110.1500015258789,135295,72.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416051,72.5,110.1500015258789,135296,75.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416052,75.0,110.1500015258789,135297,77.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416053,77.5,110.1500015258789,135298,80.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416054,80.0,110.1500015258789,135299,82.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416055,82.5,110.1500015258789,135300,85.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416056,85.0,110.1500015258789,135301,87.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416057,87.5,110.1500015258789,135302,90.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416058,90.0,110.1500015258789,135303,92.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416059,92.5,110.1500015258789,135304,95.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416060,95.0,110.1500015258789,135305,97.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416061,97.5,110.1500015258789,135306,100.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-06-20,Bull Put Spread,416062,100.0,110.1500015258789,135307,105.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416063,105.0,110.1500015258789,135308,110.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416064,110.0,110.1500015258789,135309,115.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416065,115.0,110.1500015258789,135310,120.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416066,120.0,110.1500015258789,135311,125.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416067,125.0,110.1500015258789,135312,130.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416068,130.0,110.1500015258789,135313,135.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416069,135.0,110.1500015258789,135314,140.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416070,140.0,110.1500015258789,135315,145.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416071,145.0,110.1500015258789,135316,150.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416072,150.0,110.1500015258789,135317,155.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416073,155.0,110.1500015258789,135318,160.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416074,160.0,110.1500015258789,135319,165.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416075,165.0,110.1500015258789,135320,170.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416076,170.0,110.1500015258789,135321,175.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416077,175.0,110.1500015258789,135322,180.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-06-20,Bull Put Spread,416078,180.0,110.1500015258789,135323,185.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416087,7.5,110.1500015258789,135332,10.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416088,10.0,110.1500015258789,135333,12.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416089,12.5,110.1500015258789,135335,17.5,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416092,40.0,110.1500015258789,135337,45.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416096,60.0,110.1500015258789,135341,65.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416097,65.0,110.1500015258789,135342,70.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416098,70.0,110.1500015258789,135343,72.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416100,75.0,110.1500015258789,135345,77.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416101,77.5,110.1500015258789,135346,80.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416102,80.0,110.1500015258789,135347,82.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416103,82.5,110.1500015258789,135348,85.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416104,85.0,110.1500015258789,135349,87.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416105,87.5,110.1500015258789,135350,90.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416106,90.0,110.1500015258789,135351,92.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416107,92.5,110.1500015258789,135352,95.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416108,95.0,110.1500015258789,135353,97.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416109,97.5,110.1500015258789,135354,100.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bear Call Spread,416110,100.0,110.1500015258789,135355,105.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416111,105.0,110.1500015258789,135356,110.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416112,110.0,110.1500015258789,135357,115.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416113,115.0,110.1500015258789,135358,120.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416114,120.0,110.1500015258789,135359,125.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416115,125.0,110.1500015258789,135360,130.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416116,130.0,110.1500015258789,135361,135.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416117,135.0,110.1500015258789,135362,140.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416118,140.0,110.1500015258789,135363,145.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416119,145.0,110.1500015258789,135364,150.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416120,150.0,110.1500015258789,135365,155.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416121,155.0,110.1500015258789,135366,160.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416122,160.0,110.1500015258789,135367,165.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416123,165.0,110.1500015258789,135368,170.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416124,170.0,110.1500015258789,135369,175.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416125,175.0,110.1500015258789,135370,180.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416126,180.0,110.1500015258789,135371,185.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416127,185.0,110.1500015258789,135372,190.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416128,190.0,110.1500015258789,135373,195.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bear Call Spread,416129,195.0,110.1500015258789,135374,200.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bull Put Spread,416147,50.0,110.1500015258789,135392,55.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bull Put Spread,416148,55.0,110.1500015258789,135393,60.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bull Put Spread,416149,60.0,110.1500015258789,135394,65.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bull Put Spread,416150,65.0,110.1500015258789,135395,70.0,108.87000274658203,1.28,3.72,0.34
BABA,2025-07-18,Bull Put Spread,416151,70.0,110.1500015258789,135396,72.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416152,72.5,110.1500015258789,135397,75.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416153,75.0,110.1500015258789,135398,77.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416154,77.5,110.1500015258789,135399,80.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416155,80.0,110.1500015258789,135400,82.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416156,82.5,110.1500015258789,135401,85.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416157,85.0,110.1500015258789,135402,87.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416158,87.5,110.1500015258789,135403,90.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416159,90.0,110.1500015258789,135404,92.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416160,92.5,110.1500015258789,135405,95.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416161,95.0,110.1500015258789,135406,97.5,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416162,97.5,110.1500015258789,135407,100.0,108.87000274658203,1.28,1.22,1.05
BABA,2025-07-18,Bull Put Spread,416163,100.0,110.1500015258789,135408,105.0,108.87000274658203,1.28,3.72,0.34
