Ticker,Expiration,Strike,Type,Delta,IV,LastPrice,DTE,Strategy,ExpectedReturn,DateSuggested
TSLL,2025-05-02,5.5,call,0.7886279866904744,1.9062504687500001,6.78000020980835,8.074342662002891,Neutral Setup - Condor or Butterfly,0.11631680859679008,2025-04-23
TSLL,2025-05-02,9.0,put,-0.7753461135679813,1.8671881640625,6.673500061035156,7.07939940970391,Neutral Setup - Condor or Butterfly,0.1161828285722251,2025-04-24
TSLL,2025-05-02,13.0,put,-0.7716670993444377,3.621094697265625,6.673500061035156,7.07939940970391,Neutral Setup - Condor or Butterfly,0.11563154151297647,2025-04-24
TSLL,2025-05-09,9.5,put,-0.7692571088245728,1.7070327148437499,6.673500061035156,14.07939940970391,Neutral Setup - Condor or Butterfly,0.11527041309493145,2025-04-24
TSLL,2025-09-19,30.0,call,0.09863164698994342,1.3535188574218748,6.565199851989746,148.0743426620029,High Gamma Play - Consider Long Straddle,0.015023403584591666,2025-04-23
TSLL,2025-05-23,4.0,put,-0.09994848322430183,1.6875015625,6.673500061035156,28.07939940970391,High Gamma Play - Consider Long Straddle,0.014976921002499905,2025-04-24
TSLL,2025-05-16,12.0,call,0.09990547885722179,1.5078149609375,6.673500061035156,21.07939940970391,High Gamma Play - Consider Long Straddle,0.014970476952647993,2025-04-24
TSLL,2025-06-20,46.0,call,0.09663594373380485,2.6132847167968754,6.565199851989746,57.07434266200289,High Gamma Play - Consider Long Straddle,0.01471942148181779,2025-04-23
TSLL,2025-06-20,59.0,call,0.09961133412163536,2.8554716113281247,6.78000020980835,57.07434266200289,High Gamma Play - Consider Long Straddle,0.014691936731437222,2025-04-23
TSLL,2025-06-20,16.7,call,0.09754959684194492,1.4179716601562502,6.673500061035156,56.07939940970391,High Gamma Play - Consider Long Straddle,0.014617456499552884,2025-04-24
TSLL,2025-06-20,16.7,call,0.09534926111385078,1.4296903515625,6.565199851989746,57.07434266200289,High Gamma Play - Consider Long Straddle,0.01452343618830626,2025-04-23
TSLL,2025-05-09,14.5,call,0.09707309650380508,2.2109419726562494,6.78000020980835,15.074342662002891,High Gamma Play - Consider Long Straddle,0.014317565412958748,2025-04-23
TSLL,2025-05-02,4.5,put,-0.09694904448855507,2.1250046874999997,6.78000020980835,8.074342662002891,High Gamma Play - Consider Long Straddle,0.014299268656113438,2025-04-23
TSLL,2025-05-02,10.5,call,0.0927716864733315,1.8203133984375,6.565199851989746,8.074342662002891,High Gamma Play - Consider Long Straddle,0.014130824432589778,2025-04-23
TSLL,2025-09-19,33.0,put,-1.0,1.0000000000000003e-05,6.565199851989746,148.0743426620029,Deep ITM - Consider Protective Put,0.15231828772081102,2025-04-23
TSLL,2026-01-16,42.0,put,-1.0,1.0000000000000003e-05,6.565199851989746,267.0743426620029,Deep ITM - Consider Protective Put,0.15231828772081102,2025-04-23
TSLL,2026-01-16,45.0,put,-1.0,1.0000000000000003e-05,6.565199851989746,267.0743426620029,Deep ITM - Consider Protective Put,0.15231828772081102,2025-04-23
TSLL,2026-01-16,56.0,put,-1.0,1.0000000000000003e-05,6.565199851989746,267.0743426620029,Deep ITM - Consider Protective Put,0.15231828772081102,2025-04-23
TSLL,2026-01-16,58.0,put,-1.0,1.0000000000000003e-05,6.565199851989746,267.0743426620029,Deep ITM - Consider Protective Put,0.15231828772081102,2025-04-23
TSLL,2026-01-16,59.0,put,-1.0,1.0000000000000003e-05,6.565199851989746,267.0743426620029,Deep ITM - Consider Protective Put,0.15231828772081102,2025-04-23
TSLL,2025-06-20,49.0,put,-1.0,1.0000000000000003e-05,6.673500061035156,56.07939940970391,Deep ITM - Consider Protective Put,0.14984640606190172,2025-04-24
TSLL,2025-06-20,50.0,put,-1.0,1.0000000000000003e-05,6.673500061035156,56.07939940970391,Deep ITM - Consider Protective Put,0.14984640606190172,2025-04-24
TSLL,2025-06-20,52.0,put,-1.0,1.0000000000000003e-05,6.673500061035156,56.07939940970391,Deep ITM - Consider Protective Put,0.14984640606190172,2025-04-24
TSLL,2025-06-20,54.0,put,-1.0,1.0000000000000003e-05,6.673500061035156,56.07939940970391,Deep ITM - Consider Protective Put,0.14984640606190172,2025-04-24
TSLL,2025-06-20,4.7,call,0.799932425741548,1.68359533203125,6.565199851989746,57.07434266200289,Sell Premium - Credit Spread,0.1218443373813074,2025-04-23
TSLL,2025-05-23,9.5,put,-0.7975712133707535,1.21875390625,6.565199851989746,29.07434266200289,Sell Premium - Credit Spread,0.12148468155604279,2025-04-23
TSLL,2025-09-19,28.0,put,-0.7938341735413584,1.6494158154296876,6.565199851989746,148.0743426620029,Sell Premium - Credit Spread,0.12091546204808486,2025-04-23
TSLL,2027-01-15,29.7,put,-0.7927943027181946,0.8071308349609375,6.565199851989746,631.0743426620029,Sell Premium - Credit Spread,0.12075707070484971,2025-04-23
TSLL,2025-05-16,5.0,call,0.7919599226035154,1.8359383203124997,6.565199851989746,22.07434266200289,Sell Premium - Credit Spread,0.12062997935447349,2025-04-23
TSLL,2027-01-15,6.7,call,0.7901572877910897,1.1704143041992188,6.565199851989746,631.0743426620029,Sell Premium - Credit Spread,0.12035540510645887,2025-04-23
TSLL,2026-01-16,14.43,put,-0.7890123571008946,0.773439765625,6.565199851989746,267.0743426620029,Sell Premium - Credit Spread,0.12018101122416934,2025-04-23
TSLL,2025-06-20,12.7,put,-0.7865744556417373,1.47265888671875,6.565199851989746,57.07434266200289,Sell Premium - Credit Spread,0.11980967424827844,2025-04-23
TSLL,2025-06-20,24.7,put,-0.7988272077935337,2.4179727050781246,6.673500061035156,56.07939940970391,Sell Premium - Credit Spread,0.11970138615232499,2025-04-24
TSLL,2025-09-19,19.0,put,-0.7855248798175096,1.3320345898437496,6.565199851989746,148.0743426620029,Sell Premium - Credit Spread,0.11964980465589892,2025-04-23
EWZ,2027-01-15,39.0,put,-0.7792047919712534,0.2858958129882812,25.209999084472656,630.0793994097039,Buy Premium - Long Call/Put,0.03090856089920214,2025-04-24
EWZ,2027-01-15,39.0,put,-0.7769376500340041,0.2866282275390625,25.219999313354492,630.0793994097039,Buy Premium - Long Call/Put,0.030806410435649776,2025-04-24
EWZ,2025-10-17,23.0,call,0.7411500687298034,0.2973703076171874,25.209999084472656,175.0793994097039,Buy Premium - Long Call/Put,0.029399051790775056,2025-04-24
EWZ,2026-12-18,35.0,put,-0.7011074685861078,0.28711650390624993,25.020000457763672,603.0743426620029,Buy Premium - Long Call/Put,0.02802188072576774,2025-04-23
EWZ,2027-01-15,24.0,call,0.6984277044315085,0.28748271118164054,25.219999313354492,630.0793994097039,Buy Premium - Long Call/Put,0.027693406956663835,2025-04-24
SLV,2025-08-15,35.0,put,-0.7977425464975294,0.295905478515625,29.549999237060547,112.07939940970391,Buy Premium - Long Call/Put,0.026996364368667373,2025-04-24
EWZ,2025-05-16,26.0,put,-0.6724118381507678,0.2802806347656249,25.020000457763672,22.07434266200289,Buy Premium - Long Call/Put,0.026874973055490865,2025-04-23
EWZ,2026-03-20,24.0,call,0.677210707604291,0.2885813330078124,25.209999084472656,329.0793994097039,Buy Premium - Long Call/Put,0.02686278191978986,2025-04-24
EWZ,2025-09-19,24.0,call,0.6755238120957141,0.28784891845703114,25.209999084472656,147.0793994097039,Buy Premium - Long Call/Put,0.026795868172473786,2025-04-24
SLV,2025-05-30,32.5,put,-0.7984312913644855,0.28125718749999995,29.829999923706055,35.07939940970391,Buy Premium - Long Call/Put,0.026766050734380594,2025-04-24
